Fossavatnsgangan	nvengs
Taflfélags	nhee-s
Reykjavíkur	nvee-s
og	c
er	sfg3en
mér	fp1eþ
ókunnugt	lhensf
um	af
að	c
annar	foken
Íslendingur	nken-s
hafi	svg3en
náð	sþghen
því	faheþ
athyglisverða	lheþvf
marki	nheþ
.	pl

Hann	fpken
er	sfg3en
snarpur	lkensf
skákmaður	nken
og	c
teflir	sfg3en
reglulega	aa
í	af
hinum	gkeþ
svonefnda	lkeþvf
VISA-skákklúbbi	nkeþ-s
og	c
reynist	sfm3en
þar	aa
hverjum	fokeþ
sem	ct
er	sfg3en
skeinuhættur	lkensf
.	pl

Ólíklegt	lhensf
þykir	sfg3en
mér	fp1eþ
að	c
íslensk	lvensf
skákhreyfing	nven
eigi	svg3en
eftir	aa
að	cn
eignast	snm
marga	lkfosf
jafnoka	nkfo
Þráins	nkee-s
Guðmundssonar	nkee-s
í	af
félagsmálum	nhfþ
.	pl

Hygg	sfg1en
ég	fp1en
að	c
nafn	nhen
hans	fpkee
og	c
nærfellt	aa
40	ta
ára	nhfe
starf	nhen
muni	svg3en
lengi	aa
gnæfa	sng
yfir	aa
þegar	c
rætt	sþghen
er	sfg3en
um	af
félagsmál	nhfo
innan	af
hreyfingarinnar	nveeg
.	pl

Með	af
þessari	faveþ
síðbúnu	lveþvf
afmæliskveðju	nveþ
flyt	sfg1en
ég	fp1en
þeim	fphfþ
hjónum	nhfþ
,	pk
Þráni	nkeþ-s
og	c
Margréti	nveþ-s
,	pk
og	c
fjölskyldu	nveþ
þeirra	fphfe
allri	foveþ
innilegustu	lvfove
árnaðaróskir	nvfo
með	af
vonum	nvfþ
um	af
árangursrík	lhfosf
ár	nhfo
fram	aa
undan	aa
.	pl

Guðm	n----s
G	n----s
Þórarinsson	nken-s
.	pl

Brúðkaup	nhen
.	pl

Gefin	sþghfn
voru	sfg3fþ
saman	aa
í	af
Akureyrarkirkju	nveþ-s
12	ta
júní	nkeo
sl.	ks
,	pk
af	af
sr.	ks

Svavari	nkeþ-s
Jónssyni	nkeþ-s
,	pk
María	nven-s
Sigurðardóttir	nven-s
og	c
Kristján	nken-s
Valur	nken-s
Gunnarsson	nken-s
.	pl

Heimili	nhen
þeirra	fphfe
er	sfg3en
á	af
Akureyri	nveþ-s
.	pl

80	ta
ÁRA	nhfe
afmæli	nhen
.	pl

Á	af
morgun	nkeo
,	pk
laugardaginn	nkeog
2	ta
ágúst	nkeo
,	pk
verður	sfg3en
áttræður	lkensf
Ágúst	nken-s
Guðjónsson	nken-s
múrarameistari	nken
.	pl

Af	af
því	faheþ
tilefni	nheþ
tekur	sfg3en
hann	fpken
og	c
eiginkona	nven
hans	fpkee
,	pk
Svanhvít	nven-s
Gissurardóttir	nven-s
,	pk
á	aa
móti	af
ættingjum	nkfþ
og	c
vinum	nkfþ
í	af
Blómasal	nkeþ-s
Loftleiða	nvfe-s
kl.	ks
15	ta
á	af
afmælisdaginn	nkeog
.	pl

60	ta
ÁRA	nhfe
afmæli	nhen
.	pl

Jónína	nven-s
H	n----s
Jónsdóttir	nven-s
leikkona	nven
og	c
sjúkraliði	nken
verður	sfg3en
sextug	lvensf
á	af
morgun	nkeo
,	pk
laugardaginn	nkeog
2	ta
ágúst	nkeo
.	pl

Eiginmaður	nken
Jónínu	nvee-s
,	pk
Jónas	nken-s
Guðmundsson	nken-s
,	pk
rithöfundur	nken
og	c
listmálari	nken
,	pk
lést	sfm3eþ
9	ta
júní	nkeo
1985	ta
.	pl

Jónína	nven-s
tekur	sfg3en
á	aa
móti	af
gestum	nkfþ
á	af
afmælisdaginn	nkeog
í	af
Skipholti	nheþ-s
70	ta
kl.	ks
15	ta
.	pl

90	ta
ÁRA	nhfe
afmæli	nhen
.	pl

:	pa
90	ta
ÁRA	nhfe
afmæli	nhen
.	pl

Níræð	lvensf
er	sfg3en
í	af
dag	nkeo
þriðjudaginn	nkeog
5	ta
ágúst	nkeo
Magnea	nven-s
Katrín	nven-s
Hannesdóttir	nven-s
frá	af
Stóru-Sandvík	nveþ-s
,	pk
Stóragerði	nheþ-s
36	ta
,	pk
Reykjavík	nveþ-s
.	pl

Hún	fpven
tekur	sfg3en
á	aa
móti	af
ættingjum	nkfþ
og	c
vinum	nkfþ
í	af
veitingahúsinu	nheþg
Hafinu	nheþgs
bláa	lheþvf
við	af
Óseyrarbrú	nveo-s
,	pk
sunnudaginn	nkeog
10	ta
ágúst	nkeo
kl.	ks
12	ta
á	aa
...	pa

--	m
>	m
90	ta
ÁRA	nhfe
afmæli	nhen
.	pl

Níræð	lvensf
er	sfg3en
í	af
dag	nkeo
þriðjudaginn	nkeog
5	ta
ágúst	nkeo
Magnea	nven-s
Katrín	nven-s
Hannesdóttir	nven-s
frá	af
Stóru-Sandvík	nveþ-s
,	pk
Stóragerði	nheþ-s
36	ta
,	pk
Reykjavík	nveþ-s
.	pl

Hún	fpven
tekur	sfg3en
á	aa
móti	af
ættingjum	nkfþ
og	c
vinum	nkfþ
í	af
veitingahúsinu	nheþg
Hafinu	nheþgs
bláa	lheþvf
við	af
Óseyrarbrú	nveo-s
,	pk
sunnudaginn	nkeog
10	ta
ágúst	nkeo
kl.	ks
12	ta
á	af
hádegi	nheþ
.	pl

BRÚÐKAUP	nhen
.	pl

Gefin	sþghfn
voru	sfg3fþ
saman	aa
sunnudaginn	nkeog
22	ta
júní	nkeo
sl.	ks

Svava	nven-s
Skaftadóttir	nven-s
og	c
Abi	n----s
Giddingo	n----s
.	pl

40	ta
ÁRA	nhfe
afmæli	nhen
.	pl

Í	af
dag	nkeo
,	pk
6	ta
ágúst	nkeo
,	pk
er	sfg3en
Sölvi	nken-s
Páll	nken-s
Ólafsson	nken-s
fertugur	lkensf
.	pl

Hann	fpken
býr	sfg3en
í	af
Seattle	n----s
í	af
USA	n----s
en	c
verður	sfg3en
staddur	lkensf
hér	aa
á	af
landi	nheþ
næstu	lvfove
tvær	tfvfo
vikur	nvfo
og	c
vildi	svg3eþ
gjarnan	aa
heyra	sng
í	af
sem	aa
flestum	lkfþse
vinum	nkfþ
og	c
kunningjum	nkfþ
.	pl

Síminn	nkeng
er	sfg3en
5534923	ta
.	pl

70	ta
ÁRA	nhfe
afmæli	nhen
.	pl

Í	af
dag	nkeo
,	pk
mánudaginn	nkeog
11	ta
ágúst	nkeo
,	pk
er	sfg3en
sjötug	lvensf
Guðrún	nven-s
Sigríður	nven-s
Ámundadóttir	nven-s
,	pk
Bræðraborgarstíg	nkeþ-s
41	ta
,	pk
Reykjavík	nveþ-s
.	pl

Guðrún	nven-s
er	sfg3en
að	aa
heiman	aa
.	pl

50	ta
ÁRA	nhfe
afmæli	nhen
.	pl

Í	af
dag	nkeo
föstudaginn	nkeog
15	ta
ágúst	nkeo
er	sfg3en
fimmtugur	lkensf
Arne	n----s
I	n----s
Jónsson	nken-s
,	pk
af	af
því	faheþ
tilefni	nheþ
eru	sfg3fn
vinir	nkfn
og	c
ættingjar	nkfn
velkomnir	lkfnsf
á	af
heimili	nheo
hans	fpkee
að	af
Klapparstíg	nkeþ-s
4	ta
,	pk
Njarðvík	nveþ-s
,	pk
eftir	af
kl.	ks
19:00	ta
.	pl

VERÐKÖNNUN	nven
á	af
varahlutum	nkfþ
í	af
fjórum	tfhfþ
löndum	nhfþ
;	pk
Íslandi	nheþ-s
,	pk
Danmörku	nveþ-s
,	pk
Svíþjóð	nveþ-s
og	c
Þýskalandi	nheþ-s
,	pk
leiðir	sfg3en
í	af
ljós	nheo
að	c
Íslendingar	nkfn-s
borga	sfg3fn
mest	aae
fyrir	af
varahluti	nkfo
.	pl

Dæmi	nhfn
eru	sfg3fn
um	af
yfir	aa
100%	tp
verðmun	nkeo
á	af
varahlutakörfunni	nveþg
í	af
Þýskalandi	nheþ-s
og	c
Íslandi	nheþ-s
.	pl

Þetta	fahen
kemur	sfg3en
fram	aa
í	af
FÍB-blaðinu	nheþgs
,	pk
en	c
Félag	nhen-s
íslenskra	lkfesf
bifreiðaeigenda	nkfe
fékk	sfg3eþ
ráðgjafarfyrirtækið	nheog
Lausnir	nvfo-s
ehf.	ks
til	af
að	cn
gera	sng
fyrir	af
sig	fpheo
viðamikla	lveosf
könnun	nveo
á	af
verði	nheþ
varahluta	nkfe
í	af
bíla	nkfo
í	af
febrúar	nkeþ
og	c
mars	nkeþ
sl.	ks

Könnunin	nveng
beindist	sfm3eþ
að	af
verði	nheþ
á	af
tólf	tfkfþ
algengum	lkfþsf
,	pk
upprunalegum	lkfþsf
varahlutum	nkfþ
í	af
nokkrar	fovfo
tegundir	nvfo
fólksbifreiða	nvfe
og	c
jeppa	nkfe
.	pl

Við	af
umreikning	nkeo
yfir	aa
í	af
íslenskar	lvfosf
krónur	nvfo
var	sfg3eþ
stuðst	sþmhen
við	af
gengi	nheo
sem	ct
útgefið	sþghen
var	sfg3eþ
af	af
Seðlabanka	nkeþ-s
Íslands	nhee-s
1	ta
mars	nkeo
2001	ta
.	pl

Verð	nhen
á	af
varahlutum	nkfþ
var	sfg3eþ
hæst	lhense
á	af
Íslandi	nheþ-s
í	af
11	ta
tilvikum	nhfþ
af	af
13	ta
.	pl

Verðið	nheng
var	sfg3eþ
áberandi	aa
lægst	lhense
í	af
Þýskalandi	nheþ-s
.	pl

Ekki	aa
eru	sfg3fn
lagðir	sþgkfn
skattar	nkfn
eða	c
önnur	fohfn
gjöld	nhfn
á	af
varahluti	nkfo
í	af
samanburðarlöndunum	nhfþg
og	c
virðist	sfm3en
Ísland	nhen-s
vera	sng
eitt	fohen
örfárra	lhfesf
landa	nhfe
þar	aa
sem	c
skattayfirvöld	nhfn
leggja	sfg3fn
gjald	nheo
á	af
bílahluti	nkfo
við	af
innflutning	nkeo
.	pl

HYUNDAI	n----s
afhjúpaði	sfg3eþ
Clix-hugmyndabílinn	nkeogs
í	af
Frankfurt	n----s
í	af
síðasta	lkeþve
mánuði	nkeþ
en	c
bíllinn	nkeng
markar	sfg3en
nýja	lkfosf
tíma	nkfo
hjá	af
hönnunarmiðstöð	nveþ
fyrirtækisins	nheeg
í	af
Evrópu	nveþ-s
um	af
leið	nveo
og	c
gefið	sþghen
er	sfg3en
til	af
kynna	nhfe
hvernig	aa
næsti	lkenve
smábíll	nken
fyrirtækisins	nheeg
gæti	svg3eþ
litið	sþghen
út	aa
.	pl

Hönnunarmiðstöð	nven
Hyundai	n----s
í	af
Eschborn	n----s
í	af
Þýskalandi	nheþ-s
hefur	sfg3en
verið	sþghen
starfrækt	sþgven
í	af
fimm	tfhfo
ár	nhfo
en	c
hingað	aa
til	aa
hefur	sfg3en
tilgangur	nken
með	af
rekstri	nkeþ
hennar	fpvee
einkum	aa
verið	sþghen
sá	faken
að	cn
fylgjast	snm
með	af
straumum	nkfþ
og	c
stefnum	nvfþ
í	af
evrópskri	lveþsf
bílahönnun	nveþ
.	pl

Framvegis	aa
mun	sfg3en
hönnunarmiðstöðin	nveng
hins	fakee
vegar	nkee
hanna	sng
bíla	nkfo
fyrir	af
Evrópumarkað	nkeo-s
í	af
samstarfi	nheþ
við	af
hönnuði	nkfo
Hyundai	n----s
í	af
Seoul	n----s
,	pk
Los	n----s
Angeles	n----s
og	c
Tókýó	n-eþ-s
.	pl

Nýr	lkensf
smábíll	nken
Hyundai	n----s
er	sfg3en
væntanlegur	lkensf
á	af
markað	nkeo
á	af
næsta	lheþve
ári	nheþ
.	pl

Clix-hugmyndabíllinn	nkengs
er	sfg3en
einmitt	aa
smíðaður	sþgken
á	af
sama	fbkeo
undirvagn	nkeo
og	c
smábíllinn	nkeng
.	pl

Smábílnum	nkeþg
verður	sfg3en
hleypt	sþghen
af	af
stokkunum	nkfþg
í	af
Kóreu	nveþ-s
í	af
mars	nkeþ
á	af
næsta	lheþve
ári	nheþ
og	c
í	af
júlí	nkeþ
í	af
Evrópu	nveþ-s
.	pl

Hyundai	n----s
ráðgerir	sfg3en
að	cn
framleiða	sng
180	to
þúsund	tfkfo
bíla	nkfo
á	af
ári	nheþ
í	af
verksmiðju	nveþ
sinni	feveþ
í	af
Ulsan	n----s
í	af
Suður-Kóreu	nveþ-s
,	pk
þar	aa
af	aa
er	sfg3en
búist	sþmhen
við	af
að	c
120	to
þúsund	tfkfn
bílar	nkfn
seljist	svm3fn
á	af
ári	nheþ
í	af
Evrópu	nveþ-s
.	pl

Næstu	lvfnve
kynslóðir	nvfn
Accent	n----s
og	c
Elantra	n----s
,	pk
sem	ct
eru	sfg3fn
væntanlegar	lvfnsf
á	af
markað	nkeo
2003	ta
eða	c
2004	ta
,	pk
verða	sfg3fn
hannaðar	sþgvfn
í	af
Evrópu	nveþ-s
.	pl

EIN	tfven
af	af
þeim	favfþ
tækninýjungum	nvfþ
sem	ct
eiga	sfg3fn
eftir	aa
að	cn
setja	sng
mark	nheo
sitt	feheo
á	af
bílaframleiðslu	nveo
á	af
næstu	lhfþve
árum	nhfþ
er	sfg3en
sex	tfhfe
þrepa	nhfe
sjálfskipting	nven
ZF	n----s
Friedrichshafen	n----s
,	pk
sem	ct
kynnt	sþgven
var	sfg3eþ
í	af
nýjum	lkeþsf
BMW	n----s
7	ta
í	af
Frankfurt	n----s
á	af
dögunum	nkfþg
.	pl

Gírkassinn	nkeng
,	pk
sem	ct
kallast	sfm3en
6HP26	ta
,	pk
er	sfg3en
tengdur	sþgken
við	af
nýja	lveosf
línu	nveo
V8	x
véla	nvfe
frá	af
BMW	n----s
,	pk
en	c
ljóst	lhensf
þykir	sfg3en
að	c
fleiri	lkfnvm
framleiðendur	nkfn
muni	svg3fn
innan	af
tíðar	nvee
njóta	sng
góðs	lheesf
af	af
þessari	faveþ
tækninýjung	nveþ
.	pl

Þetta	fahen
er	sfg3en
fyrsta	lvenve
sex	tfhfe
þrepa	nhfe
sjálfskiptingin	nveng
í	af
fólksbíla	nkfo
sem	ct
fram	aa
hefur	sfg3en
komið	sþghen
.	pl

Hún	fpven
var	sfg3eþ
þróuð	sþgven
í	af
nánu	lheþsf
samstarfi	nheþ
við	af
BMW	n----s
,	pk
en	c
ZF	n----s
Friedrichshafen	n----s
hefur	sfg3en
um	af
langa	lveosf
tíð	nveo
smíðað	sþghen
sjálfskiptingar	nvfo
fyrir	af
fyrirtækið	nheog
.	pl

6HP26	ta
er	sfg3en
líka	aa
fyrsta	lvenve
sjálfskiptingin	nveng
með	af
innbyggðri	lveþsf
,	pk
rafrænni	lveþsf
skiptingu	nveþ
,	pk
sem	ct
var	sfg3eþ
úrslitaatriði	nhen
fyrir	af
BMW	n----s
því	fpheþ
slíkur	fbken
búnaður	nken
gerir	sfg3en
kleift	lheosf
að	cn
stjórna	sng
skiptingunni	nveþg
alfarið	aa
með	af
tökkum	nkfþ
í	af
stýrinu	nheþg
.	pl

Þetta	fahen
sparar	sfg3en
rými	nheo
milli	af
framsætanna	nhfeg
,	pk
þar	aa
sem	c
BMW	n----s
hefur	sfg3en
komið	sþghen
fyrir	aa
hinum	gkeþ
byltingarkennda	lkeþvf
i-Drive	n----s
stjórnbúnaði	nkeþ
,	pk
þar	aa
sem	c
öllum	fovfþ
mikilvægustu	lvfþve
aðgerðum	nvfþ
er	sfg3en
stjórnað	sþghen
frá	af
einum	tfkeþ
snúningsrofa	nkeþ
.	pl

ZF	n----s
Friedrichshafen	n----s
hóf	sfg3eþ
framleiðslu	nveo
á	af
sjálfskiptingunni	nveþg
í	af
júlí	nkeþ
sl.	ks
og	c
hyggst	sfm3en
þróa	sng
búnaðinn	nkeog
fyrir	af
aðrar	fovfo
gerðir	nvfo
bíla	nkfe
,	pk
þ.á	ks
m.	ks
millistærðarbíla	nkfe
.	pl

Skiptingin	nveng
eykur	sfg3en
sparneytni	nveo
BMW	n----s
7	ta
um	af
5-7%	tp
,	pk
að	af
mati	nheþ
ZF	n----s
Friedrichshafen	n----s
.	pl

Um	af
leið	nveo
bætir	sfg3en
hún	fpven
hröðun	nveo
bílsins	nkeeg
úr	af
kyrrstöðu	nveþ
í	af
100	ta
km	ks
/	m
klst.	ks

um	af
2-5%	tp
.	pl

Gírkassinn	nkeng
er	sfg3en
89	ta
kg	ks
að	af
þyngd	nveþ
,	pk
13%	tp
léttari	lkenvm
en	c
fimm	tfhfe
þrepa	nhfe
gírkassi	nken
fyrirtækisins	nheeg
.	pl

Hann	fpken
er	sfg3en
líka	aa
með	af
30%	tp
færri	lkfovm
hluti	nkfo
en	c
fimm	tfhfe
þrepa	nhfe
kassinn	nkeng
og	c
mun	nkeþ
minni	lkenvm
umfangs	nhee
.	pl

Gírkassinn	nkeng
er	sfg3en
með	af
svokallaðan	lkeosf
Stand-by-Control-búnað	nkeo-s
,	pk
sem	ct
aftengir	sfg3en
vélina	nveog
frá	af
drifrásinni	nveþg
þegar	c
bíllinn	nkeng
er	sfg3en
kyrrstæður	lkensf
.	pl

HVER	fshfn
eru	sfg3fn
áhrif	nhfn
bílamengunar	nvee
á	af
heilsufar	nheo
,	pk
ef	c
litið	sþghen
er	sfg3en
burt	aa
frá	af
minniháttar	lhfþof
óþægindum	nhfþ
eins	aa
og	c
sviða	nkeþ
í	af
augum	nhfþ
eða	c
særindum	nhfþ
í	af
hálsi	nkeþ
?	pl

Rannsóknir	nvfn
á	af
skammtímaáhrifum	nhfþ
mengunar	nvee
hafa	sfg3fn
leitt	sþghen
í	af
ljós	nheo
að	c
tengsl	nhfn
eru	sfg3fn
á	aa
milli	af
mengunarstigs	nhee
og	c
þátta	nkfe
á	af
borð	nheo
við	af
erfiðleika	nkfo
við	af
öndun	nveo
og	c
fleiri	lvfevm
heimsókna	nvfe
til	af
heimilislæknisins	nkeeg
.	pl

Langtímaáhrifin	nhfng
ekki	aa
ljós	lhfnsf
Þegar	c
að	af
langtímaáhrifunum	nhfþg
kemur	sfg3en
eru	sfg3fn
vísindamenn	nkfn
hins	fakee
vegar	nkee
ekki	aa
á	af
einu	tfheþ
máli	nheþ
,	pk
sem	ct
má	sfg3en
rekja	sng
til	af
þess	fphee
að	c
enn	aa
hefur	sfg3en
ekki	aa
tekist	sþmhen
að	cn
safna	sng
nægum	lvfþsf
upplýsingum	nvfþ
um	aa
hvað	fshen
gerist	sfm3en
í	af
mannslíkamanum	nkeþg
á	af
löngu	lheþsf
tímabili	nheþ
.	pl

Það	fahen
eina	lhenvf
sem	ct
menn	nkfn
eru	sfg3fn
nokkurn	fokeo
veginn	nkeog
sammála	lkfnof
um	aa
er	sfg3en
,	pk
að	c
þótt	c
mengandi	lkenof
útblástur	nken
sé	svg3en
í	af
öllum	fohfþ
tilvikum	nhfþ
óæskilegur	lkensf
er	sfg3en
hann	fpken
ekki	aa
eins	aa
skaðlegur	lkensf
og	c
áhrif	nhfn
tóbaks	nhee
og	c
áfengis	nhee
,	pk
sem	ct
leggja	sfg3fn
á	af
ári	nheþ
hverju	foheþ
gífurlegan	lkeosf
fjölda	nkeo
að	af
velli	nkeþ
.	pl

Bílaiðnaðinum	nkeþg
hefur	sfg3en
á	af
tiltölulega	aa
skömmum	lkeþsf
tíma	nkeþ
tekist	sþmhen
að	cn
draga	sng
allverulega	aa
úr	aa
mengandi	lkeþof
útblæstri	nkeþ
.	pl

Reyndar	aa
tala	sfg3fn
tölurnar	nvfng
sínu	feheþ
máli	nheþ
,	pk
en	c
eins	aa
og	c
sjá	sng
má	sfg3en
hefur	sfg3en
dregið	sþghen
meira	aam
en	c
hundraðfalt	aa
úr	af
bílamengun	nveþ
á	af
sl.	ks
þremur	tfkfþ
áratugum	nkfþ
.	pl

Taflan	nveng
er	sfg3en
fengin	sþgven
frá	af
bílaframleiðandanum	nkeþg
Renault	n----s
.	pl

SKODA	n----s
Superb	n----s
lúxusbíllinn	nkeng
var	sfg3eþ
kynntur	sþgken
á	af
bílasýningunni	nveþg
í	af
Frankfurt	n----s
og	c
nú	aa
hafa	sfg3fn
fyrstu	lvfnve
myndir	nvfn
birst	sþmhen
af	af
langbaksútgáfunni	nveþg
.	pl

Bíllinn	nkeng
líkist	sfm3en
ekki	aa
lítið	aa
VW	n----s
Passat	n----s
en	c
Superb	n----s
verður	sfg3en
með	af
svipað	lheosf
farangursrými	nheo
og	c
Mercedes-Benz	n----s
E	x
langbakurinn	nkeng
en	c
verðið	nheng
verður	sfg3en
mun	sfg3en
nær	afm
Mercedes-Benz	n----s
C.	ks
Markmið	nhen
Skoda	n----s
er	sfg3en
að	cn
bjóða	sng
mesta	lheove
farangursrýmið	nheog
í	af
þessum	fakeþ
stærðarflokki	nkeþ
og	c
auk	af
þess	fphee
mikinn	lkeosf
búnað	nkeo
.	pl

Bíllinn	nkeng
verður	sfg3en
boðinn	sþgken
í	af
þremur	tfvfþ
búnaðarútfærslum	nvfþ
,	pk
þ.e.	ks
Classic	n----s
,	pk
Comfort	n----s
og	c
Elegance	n----s
.	pl

Staðalbúnaður	nken
í	af
öllum	fovfþ
gerðum	nvfþ
verður	sfg3en
xenon-framljós	nhen
,	pk
fimm	tfkfn
loftpúðar	nkfn
,	pk
loftkæling	nven
og	c
hemlunarátaksdreifing	nven
.	pl

Dýrustu	lvfnve
gerðirnar	nvfng
verða	sfg3fn
með	af
2,6	ta
lítra	nkfe
V6	x
vél	nveo
.	pl

Stallbakurinn	nkeng
kemur	sfg3en
á	af
markað	nkeo
næsta	lheove
vor	nheo
en	c
ekki	aa
er	sfg3en
búist	sþmhen
við	af
að	c
langbakurinn	nkeng
komi	svg3en
á	af
markað	nkeo
fyrr	aam
en	c
ári	nheþ
síðar	aam
.	pl

Líklegt	lhensf
þykir	sfg3en
að	c
bíllinn	nkeng
verði	svg3en
einnig	aa
boðinn	sþgken
með	af
fjórhjóladrifi	nheþ
.	pl

SVO	aa
virðist	sfm3en
sem	c
akstur	nken
hafi	svg3en
sáralítil	lhfosf
áhrif	nhfo
á	af
heilastarfsemi	nveo
manna	nkfe
.	pl

Vísindamenn	nkfn
hjá	af
DaimlerChrysler	n----s
hafa	sfg3fn
komist	sþmhen
að	af
raun	nveþ
um	af
að	c
hugur	nken
ökumanna	nkfe
er	sfg3en
nánast	aae
í	af
hvíld	nveþ
meðan	c
ekið	sþghen
er	sfg3en
en	c
engu	foheþ
að	aa
síður	aam
geta	sfg3fn
þeir	fpkfn
stjórnað	sþghen
bíl	nkeo
án	af
vandræða	nhfe
.	pl

Vísindamennirnir	nkfng
gerðu	sfg3fþ
mælingar	nvfo
á	af
heilastarfsemi	nveþ
ökumanna	nkfe
í	af
ökuhermi	nkeþ
og	c
komust	sfm3fþ
að	af
því	fpheþ
að	c
virkni	nven
heilans	nkeeg
var	sfg3eþ
í	af
lágmarki	nheþ
.	pl

Annað	fohen
kom	sfg3eþ
hins	fakee
vegar	nkee
í	af
ljós	nheo
þegar	c
sams	fbkee
konar	nkee
mælingar	nvfn
voru	sfg3fþ
gerðar	sþgvfn
á	af
farþegum	nkfþ
.	pl

Þetta	fahen
hefur	sfg3en
komið	sþghen
vísindamönnunum	nkfþg
verulega	aa
á	af
óvart	lheosf
en	c
þeir	fpkfn
gengu	sfg3fþ
út	aa
frá	af
því	fpheþ
að	c
þessu	faheþ
væri	svg3eþ
einmitt	aa
öfugt	lhensf
farið	sþghen
.	pl

Vél	nven
:	pa
Fjórir	tfkfn
strokkar	nkfn
,	pk
1.984	ta
rsm	x
,	pk
átta	tfkfn
venlar	nkfn
.	pl

Afl	nhen
:	pa
115	ta
hestöfl	nhfn
við	af
5.400	ta
sn.	ks
/	m
mín.	ks

Tog	nhen
:	pa
170	ta
Nm	ks
við	af
2.400	ta
sn.	ks
/	m
mín.	ks

Drifbúnaður	nken
:	pa
Sítengd	lhfnsf
aldrif	nhfn
,	pk
5	ta
gíra	nkfe
handskipting	nven
.	pl

Fjöðrun	nven
:	pa
MacPherson	n----s
að	aa
framan	aa
,	pk
fjölliða	nven
að	aa
aftan	aa
.	pl

Hemlar	nkfn
:	pa
ABS	e
,	pk
diskar	nkfn
.	pl

Lengd	nven
:	pa
4.513	ta
mm	ks
.	pl

Breidd	nven
:	pa
1.731	ta
mm	ks
.	pl

Hæð	nven
:	pa
1.481	ta
mm	ks
.	pl

Farangursrými	nhen
:	pa
448-1.412	ta
lítrar	nkfn
.	pl

Eigin	lvenof
þyngd	nven
:	pa
1.375-1.485	ta
kg	ks
.	pl

Hröðun	nven
:	pa
11,8	ta
sekúndur	nvfn
úr	af
kyrrstöðu	nveþ
í	af
100	ta
km	ks
hraða	nkeo
.	pl

Hámarkshraði	nken
:	pa
193	ta
km	ks
/	m
klst.	ks

Eyðsla	nven
:	pa
8,8	ta
lítrar	nkfn
í	af
blönduðum	lkeþsf
akstri	nkeþ
.	pl

Verð	nhen
:	pa
1.880.000	ta
kr.	ks

Umboð	nhen
:	pa
Hekla	nven-s
hf.	ks

FLUTTIR	sþgkfn
voru	sfg3fþ
inn	aa
fleiri	lkfnvm
nýir	lkfnsf
fólksbílar	nkfn
allan	fokeo
níunda	lkeovf
áratuginn	nkeog
en	c
þann	fakeo
tíunda	lkeovf
.	pl

Á	af
árabilinu	nheþg
1980	ta
til	aa
1999	ta
voru	sfg3fþ
samtals	aa
fluttir	sþgkfn
inn	aa
91.954	ta
nýir	lkfnsf
fólksbílar	nkfn
en	c
á	af
árabilinu	nheþg
1990	ta
til	aa
1999	ta
var	sfg3eþ
innflutningurinn	nkeng
87.120	ta
bílar	nkfn
.	pl

Þetta	fahen
kemur	sfg3en
fram	aa
í	af
samantekt	nveþ
sem	ct
Vinir	nkfn-s
bílsins	nkeeg
hafa	sfg3fn
sent	sþghen
frá	af
sér	fpkfþ
,	pk
en	c
þeir	fpkfn
eru	sfg3fn
regnhlífarsamtök	nhfn
Bílgreinasambandsins	nheegs
,	pk
bílaumboða	nhfe
,	pk
tryggingafélaga	nhfe
og	c
lánafyrirtækja	nhfe
.	pl

Í	af
samantektinni	nveþg
segir	sfg3en
að	c
aukinn	x
innflutningar	nkfn
nýrra	lkfesf
bíla	nkfe
árin	nhfog
1999	ta
og	c
2000	ta
sé	svg3en
langt	aa
frá	af
því	fpheþ
að	cn
vera	sng
eitthvað	fohen
æði	nhen
,	pk
en	c
samtökin	nhfng
hafa	sfg3fn
gagnrýnt	sþghen
umfjöllun	nveo
fjölmiðla	nkfe
um	af
bíla	nkfo
og	c
vilja	sfg3fn
rétta	lveosf
stöðu	nveo
hans	fpkee
í	af
umræðunni	nveþg
.	pl

Í	af
heild	nveþ
þarf	sfg3en
að	cn
flytja	sng
inn	aa
um	aa
15.000	ta
nýja	lkfosf
bíla	nkfo
á	af
ári	nheþ
til	af
að	c
endurnýjun	nven
verði	svg3en
eðlileg	lvensf
.	pl

Í	af
raun	nveþ
hafa	sfg3fn
færri	lkfnvm
bílar	nkfn
verið	sþghen
fluttir	sþgkfn
inn	aa
síðasta	lkeove
áratug	nkeo
heldur	aam
en	c
áratuginn	nkeog
þar	aa
á	aa
undan	aa
.	pl

Þjóðinni	nveþg
hefur	sfg3en
fjölgað	sþghen
verulega	aa
á	af
þessu	faheþ
árabili	nheþ
,	pk
eða	c
um	af
53	to
þúsund	tfhfo
manns	nkee
frá	af
1980	ta
til	af
2001	ta
.	pl

Sala	nven
á	af
árinu	nheþg
innan	aa
við	aa
helmingur	nken
af	af
endurnýjunarþörfinni	nveþg
Vegna	af
samdráttar	nkee
í	af
sölu	nveþ
nýrra	lkfesf
bíla	nkfe
er	sfg3en
fyrirséð	lhensf
að	c
heildarinnflutningur	nken
á	af
þessu	faheþ
ári	nheþ
verði	svg3en
u.þ.b.	ks
7.400	ta
bílar	nkfn
,	pk
sem	ct
er	sfg3en
innan	aa
við	aa
helmingur	nken
af	af
