Málverkafölsunarmálið	nheng
.	pl
»	pg

Jóhanna	nven-s
:	pa
«	pg
Eru	sfg3fn
þetta	fahen
vonbrigði	nhfn
?	pl
»	pg

Jón	nken-s
Sigurðsson	nken-s
,	pk
iðnaðarráðherra	nken
(	pa
B	x
)	pa
:	pa
«	pg
Í	af
sjálfu	fbheþ
sér	fpheþ
eru	sfg3fn
þau	fphfn
það	fphen
en	c
við	fp1fn
verðum	sfg1fn
auðvitað	aa
að	cn
hafa	sng
það	fpheo
í	af
huga	nkeþ
að	c
það	fphen
eru	sfg3fn
mörg	lhfnsf
önnur	fohfn
mál	nhfn
sem	ct
verið	sþghen
er	sfg3en
að	cn
ræða	sng
og	c
við	fp1fn
viljum	sfg1fn
auðvitað	aa
tryggja	sng
það	fpheo
eftir	af
öllum	fohfþ
föngum	nhfþ
að	c
umfjöllunin	nveng
sé	svg3en
vönduð	lvensf
og	c
það	fphen
að	c
gefist	svm3en
tími	nken
í	af
að	cn
fara	sng
rækilega	aa
yfir	af
mál	nhfo
og	c
það	fphen
er	sfg3en
skýringin	nveng
á	af
þessu	faheþ
.	pl
»	pg

Tími	nken
:	pa
02:00	ta

Unglingadrykkja	nven
eykst	sfm3en

Reykvískir	lkfnsf
10.	ta
bekkingar	nkfn
drekka	sfg3fn
frekar	aam
áfengi	nheo
og	c
reykja	sfg3fn
en	c
þeir	fakfn
sem	ct
búa	sfg3fn
utan	af
borgarinnar	nveeg
.	pl

Unglingum	nkfþ
sem	ct
reykja	sfg3fn
og	c
drekka	sfg3fn
fjölgar	sfg3en
nú	aa
lítillega	aa
í	af
fyrsta	lheove
sinn	nheo
í	af
nokkur	fohfo
ár	nhfo
.	pl

Um	af
leið	nveo
hefur	sfg3en
samverustundum	nvfþ
unglinganna	nkfeg
með	af
foreldrum	nkfþ
sínum	fekfþ
fækkað	sþghen
.	pl

Rannsóknir	nvfn
og	c
greining	nven
hefur	sfg3en
gert	sþghen
kannanir	nvfo
á	af
líðan	nveþ
grunnskólanema	nkfe
um	af
mest	aae
allt	foheo
landið	nheog
síðastliðin	lhfosf
ár	nhfo
.	pl

Nú	aa
er	sfg3en
hlutfall	nhen
reykvískra	lkfesf
10.	ta
bekkinga	nkfe
sem	ct
reykja	sfg3fn
daglega	aa
15%	tp
en	c
10%	tp
utan	af
Reykjavíkur	nvee-s
.	pl

Hlutfallið	nheng
í	af
borginni	nveþg
hækkar	sfg3en
eftir	af
að	cn
hafa	sng
lækkað	sþghen
árinu	nheþg
á	aa
undan	aa
.	pl

Sama	fbhen
gildir	sfg3en
um	af
ölvun	nveo
.	pl

Hlutfall	nhen
10.	ta
bekkinga	nkfe
sem	ct
hafa	sfg3fn
orðið	sþghen
ölvaðir	lkfnsf
einu	tfheþ
sinni	nheþ
eða	c
oftar	aam
síðustu	lkfove
30	ta
daga	nkfo
er	sfg3en
28%	tp
í	af
Reykjavík	nveþ-s
en	c
23%	tp
utan	af
hennar	fpvee
.	pl

Árinu	nheþg
á	aa
undan	aa
hafði	sfg3eþ
þetta	fahen
hlutfall	nhen
farið	sþghen
lækkandi	slg
.	pl

Inga	nven-s
Dóra	nven-s
Sigfúsdóttir	nven-s
,	pk
deildarforseti	nken
hjá	af
HR	n----s
:	pa
«	pg
Við	fp1fn
erum	sfg1fn
búin	lhfnsf
að	cn
mæla	sng
einu	tfheþ
sinni	nheþ
eftir	af
að	c
við	fp1fn
lögðum	sfg1fþ
fyrir	aa
þessa	faveo
rannsókn	nveo
og	c
eigum	sfg1fn
eftir	aa
að	cn
skoða	sng
hvort	c
að	c
þarna	aa
sé	svg3en
um	af
svona	lheoof
mynstur	nheo
að	cn
ræða	sng
eða	c
hvort	c
að	c
þetta	fahen
sé	svg3en
bara	aa
eitt	tfheo
einstakt	lheosf
tilvik	nheo
.	pl

Þannig	aa
að	c
það	fphen
er	sfg3en
svolítið	aa
erfitt	lhensf
að	cn
segja	sng
nákvæmlega	aa
hvað	fshen
,	pk
hver	fsven
skýringin	nveng
er	sfg3en
en	c
það	fphen
er	sfg3en
full	lvensf
ástæða	nven
fyrir	af
okkur	fp1fo
að	cn
staldra	sng
við	aa
.	pl
»	pg

Ungmennin	nhfng
segjast	sfm3fn
flest	lhfnse
drekka	sng
heima	aa
hjá	af
öðrum	fokfþ
en	c
líka	aa
í	af
bænum	nkeþg
eða	c
annars	fokee
staðar	nkee
úti	aa
við	aa
.	pl

Færri	lkfnvm
drekka	sfg3fn
heima	aa
hjá	af
sér	fpkfþ
eða	c
á	af
skemmtistöðum	nkfþ
.	pl

Það	fphen
er	sfg3en
ekki	aa
ljóst	lhensf
hvers	fshee
vegna	af
ástandið	nheng
er	sfg3en
verra	lhenvm
í	af
Reykjavík	nveþ-s
en	c
utan	af
hennar	fpvee
.	pl

En	c
um	af
leið	nveo
og	c
neysla	nven
áfengis	nhee
og	c
tóbaks	nhee
eykst	sfm3en
vita	sfg3fn
færri	lkfnvm
foreldrar	nkfn
alltaf	aa
hvar	aa
börnin	nhfng
eru	sfg3fn
á	af
laugardagskvöldum	nhfþ
.	pl

Foreldrar	nkfn
65%	tp
barnanna	nhfeg
vissu	sfg3fþ
það	fpheo
árið	nheog
2003	ta
en	c
58%	tp
nú	aa
.	pl

Inga	nven-s
Dóra	nven-s
Sigfúsdóttir	nven-s
:	pa
«	pg
Við	fp1fn
höfum	sfg1fn
lagt	sþghen
áherslu	nveo
á	af
að	c
það	fphen
séu	svg3fn
þrír	tfkfn
þættir	nkfn
í	af
fjölskyldunni	nveþg
sem	ct
skipta	sfg3fn
verulegu	lheþsf
máli	nheþ
,	pk
það	fphen
er	sfg3en
stuðningurinn	nkeng
við	af
unglingana	nkfog
.	pl

Það	fphen
er	sfg3en
tíminn	nkeng
,	pk
magn	nhen
tímans	nkeeg
sem	ct
er	sfg3en
varið	sþghen
með	af
þeim	fpkfþ
,	pk
að	cn
verja	sng
sem	aa
mestum	lkeþse
tíma	nkeþ
með	af
þeim	fpkfþ
og	c
það	fphen
er	sfg3en
eftirlitið	nheng
,	pk
vita	sng
hvar	aa
þau	fphfn
eru	sfg3fn
,	pk
þekkja	sfg3fn
vini	nkfo
þeirra	fphfe
,	pk
þekkja	sfg3fn
foreldra	nkfo
vina	nkfe
þeirra	fphfe
.	pl
»	pg

Inga	nven-s
Dóra	nven-s
leggur	sfg3en
áherslu	nveo
á	af
að	aa
hvert	fohen
ár	nhen
skiptir	sfg3en
máli	nheþ
,	pk
því	fpheþ
seinna	aam
sem	c
ungmenni	nhfn
hefji	svg3fn
neyslu	nveo
áfengis	nhee
því	fpheþ
betra	lhenvm
.	pl

20	ta
manns	nkee
í	af
einangrun	nveþ
vegna	af
MÓSA	n-ee-s

Rúmlega	aa
20	ta
manns	nkee
eru	sfg3fn
í	af
einangrun	nveþ
á	af
gjörgæsludeild	nveþ
Landspítalans	nkeegs
í	af
Fossvogi	nkeþ-s
eftir	af
að	c
fjölónæm	lvensf
bakteríusýking	nven
fannst	sfm3eþ
þar	aa
um	af
helgina	nveog
.	pl

Um	aa
100	ta
starfsmenn	nkfn
eru	sfg3fn
undir	af
eftirliti	nheþ
og	c
á	af
fjórða	lheovf
hundrað	nheo
sýna	nhfe
hafa	sfg3fn
verið	sþghen
tekin	sþghfn
til	af
rannsóknar	nvee
.	pl

Bakterían	nveng
heitir	sfg3en
MÓSA	n-en-s
og	c
af	af
flokki	nkeþ
staphylokokka	nkfe
.	pl

Hún	fpven
er	sfg3en
býsna	aa
algengur	lkensf
sjúkdómsvaldur	nken
í	af
mönnum	nkfþ
,	pk
en	c
það	fahen
sem	ct
er	sfg3en
frábrugðið	lhensf
við	af
bakteríuna	nveog
sem	ct
fannst	sfm3eþ
á	af
spítalanum	nkeþg
er	sfg3en
að	c
hún	fpven
er	sfg3en
ónæm	lvensf
fyrir	af
mörgum	lhfþsf
sýklalyfjum	nhfþ
.	pl

Ólafur	nken-s
Guðlaugsson	nken-s
yfirlæknir	nken
sýkingavarnardeild	nveþ
LSH	n----s
:	pa
«	pg
Þessi	faven
baktería	nven
lifir	sfg3en
á	af
húðinni	nveþg
og	c
í	af
nefinu	nheþg
á	af
okkur	fp1fþ
og	c
hún	fpven
dreifist	sfm3en
þaðan	aa
.	pl

Bæði	c
milli	af
manna	nkfe
og	c
eins	aa
líka	aa
á	af
okkur	fp1fþ
sjálfum	fbhfþ
,	pk
berst	sfm3en
í	af
húðsár	nhfo
og	c
önnur	fohfo
sár	nhfo
og	c
ég	fp1en
tala	sfg1en
nú	aa
ekki	aa
um	aa
ef	c
að	c
við	fp1fn
fáum	sfg1fn
sýklalyf	nhfo
þá	aa
magnast	sfm3en
hún	fpven
upp	aa
og	c
eins	aa
ef	c
við	fp1fn
fáum	sfg1fn
skurðsár	nheo
eða	c
aukahluti	nkfo
í	af
húð	nveo
að	c
þá	aa
getur	sfg3en
hún	fpven
sest	sþmhen
í	af
þá	fpkfo
og	c
valdið	sþghen
alvarlegum	lvfþsf
sýkingum	nvfþ
.	pl
»	pg

Ólafur	nken-s
segir	sfg3en
að	c
sýkingin	nveng
valdi	svg3en
ekki	aa
skaða	nkeþ
nema	c
að	c
hún	fpven
berist	svm3en
í	af
opið	lheosf
sár	nheo
.	pl

Bakterían	nveng
fannst	sfm3eþ
í	af
reglubundnu	lheþsf
eftirliti	nheþ
sjúklinga	nkfe
á	af
spítalanum	nkeþg
.	pl

María	nven-s
Sigrún	nven-s
Hilmarsdóttir	nven-s
:	pa
«	pg
Hversu	aa
alvarleg	lvensf
er	sfg3en
þessi	faven
baktería	nven
.	pl

Getur	sfg3en
hún	fpven
leitt	sþghen
menn	nkfo
til	af
dauða	nkee
?	pl
»	pg

Ólafur	nken-s
Guðlaugsson	nken-s
:	pa
«	pg
Þessi	faven
baktería	nven
getur	sfg3en
valdið	sþghen
sýkingum	nvfþ
sem	ct
geta	sfg3fn
verið	sþghen
mjög	aa
alvarlega	x
og	c
þess	fphee
vegna	af
getur	sfg3en
valdið	sþghen
því	fpheþ
að	c
fólk	nhen
deyi	svg3en
.	pl
»	pg

María	nven-s
:	pa
«	pg
Er	sfg3en
einhver	foken
hérna	aa
á	af
spítalanum	nkeþg
í	af
lífshættu	nveþ
vegna	af
þessa	fahee
?	pl
»	pg

Ólafur	nken-s
Guðlaugsson	nken-s
:	pa
«	pg
Nei	au
.	pl
»	pg

María	nven-s
:	pa
«	pg
En	c
hvernig	aa
er	sfg3en
hægt	lhensf
að	cn
berjast	snm
við	af
þessa	faveo
bakteríu	nveo
ef	c
að	c
engin	fohfn
sýklalyf	nhfn
virka	sfg3fn
á	af
hana	fpveo
?	pl
»	pg

Ólafur	nken-s
Guðlaugsson	nken-s
:	pa
«	pg
Það	fphen
er	sfg3en
mjög	aa
erfitt	lhensf
og	c
getur	sfg3en
verið	sþghen
ómögulegt	lhensf
og	c
það	fphen
er	sfg3en
náttúrulega	aa
ástæðan	nveng
fyrir	af
því	fpheþ
að	c
við	fp1fn
erum	sfg1fn
að	aa
,	pk
erum	sfg1fn
að	cn
eyða	sng
þessum	fakfþ
kröftum	nkfþ
í	af
að	cn
berjast	snm
við	af
hana	fpveo
þegar	c
hún	fpven
kemur	sfg3en
upp	aa
hér	aa
er	sfg3en
þessi	faven
hætta	nven
um	af
að	c
við	fp1fn
fáum	svg1fn
,	pk
sitjum	svg1fn
uppi	aa
með	af
lífshættulegar	lvfosf
sýkingar	nvfo
af	aa
,	pk
með	af
bakteríu	nveþ
sem	ct
ekki	aa
er	sfg3en
hægt	lhensf
að	cn
slást	snm
við	aa
.	pl
»	pg

María	nven-s
:	pa
«	pg
Hvernig	aa
endar	sfg3en
þetta	fahen
?	pl

Hvernig	aa
losnið	sfg2fn
þið	fp2fn
við	af
þessa	faveo
bakteríu	nveo
?	pl
»	pg

Ólafur	nken-s
Guðlaugsson	nken-s
:	pa
«	pg
Já	au
,	pk
þetta	fahen
er	sfg3en
sem	c
sagt	sþghen
tvíþætt	lhensf
.	pl

Annars	fokee
vegar	nkee
þá	aa
er	sfg3en
meðhöndlað	sþghen
þær	favfo
sýkingar	nvfo
sem	ct
fólk	nhen
er	sfg3en
með	aa
,	pk
sem	ct
tengjast	sfm3fn
bakteríunni	nveþg
og	c
hins	fakee
vegar	nkee
að	c
ef	c
við	fp1fn
uppgötvum	sfg1fn
einhverja	fokfo
sem	ct
eru	sfg3fn
með	af
hana	fpveo
á	af
húðinni	nveþg
að	c
þá	aa
reynum	sfg1fn
við	fp1fn
að	cn
losa	sng
þá	fpkfo
við	af
hana	fpveo
líka	aa
.	pl
»	pg

María	nven-s
:	pa
«	pg
Og	c
hvernig	aa
er	sfg3en
það	fphen
gert	sþghen
?	pl
»	pg

Ólafur	nken-s
Guðlaugsson	nken-s
:	pa
«	pg
Það	fphen
er	sfg3en
gert	sþghen
með	af
annars	fokee
vegar	nkee
sýklalyfjum	nhfþ
og	c
hins	fakee
vegar	nkee
svona	aa
sápuþvottum	nkfþ
sérstökum	lkfþsf
.	pl
»	pg

Þrisvar	aa
sinnum	nhfþ
hefur	sfg3en
svipað	lhensf
ástand	nhen
komið	sþghen
upp	aa
á	af
spítalanum	nkeþg
og	c
í	af
öll	fohfo
skiptin	nhfog
hefur	sfg3en
tekist	sþmhen
að	cn
uppræta	sng
bakteríuna	nveog
.	pl

Ólafur	nken-s
vonast	sfm3en
til	af
þess	fphee
að	c
einangruninni	nveþg
verði	svg3en
aflétt	sþghen
um	af
helgina	nveog
.	pl

Þrisvar	aa
sinnum	nhfþ
hefur	sfg3en
svipað	lhensf
ástand	nhen
komið	sþghen
upp	aa
á	af
spítalanum	nkeþg
og	c
í	af
öll	fohfo
skiptin	nhfog
hefur	sfg3en
tekist	sþmhen
að	cn
uppræta	sng
hana	fpveo
.	pl

Ólafur	nken-s
býst	sfm3en
við	af
því	fpheþ
að	c
einangruninni	nveþg
verði	svg3en
aflétt	sþghen
um	af
helgina	nveog
.	pl

