-	pa
skulu	svg3fn	UNKNOWN
byggjast	snm	UNKNOWN
og	c
verða	sng
klár	aa
tann	fakeo
1.	ta	UNKNOWN
januar	nkeo
.	pl

Poula	nven-s	UNKNOWN
greiðir	svg3en
frá	af
,	pk
at	c
alternativið	nheng	UNKNOWN
,	pk
um	c
tey	fphfn
ikki	aa
náa	sng	UNKNOWN
at	cn
fáa	sng
tann	fakeo
nýggja	lkeovf
bygningin	nkeog
lidnan	lkensf
til	af
tíðina	nveog
,	pk
eru	svg3fn	UNKNOWN
smærri	lhfnsm	UNKNOWN
høli	nhfn
.	pl

Tað	fphen
er	svg3en
jú	aa	UNKNOWN
við	af
blandaðum	lvfþsf	UNKNOWN
kenslum	nvfþ
,	pk
at	c
ein	fbken
setur	svg3en
ein	fbkeo
handil	nkeo
,	pk
sum	ct
gongur	svg3en
væl	aa
,	pk
til	af
sølu	nveo
,	pk
sigur	svg3en
hon	fpven
.	pl

Kortini	aa
er	svg3en
hon	fpven
nú	aa
so	aa
mikið	aa
liðug	lvensf
,	pk
at	c
tað	fphen
ber	svg3en
til	aa
hjá	af
skipum	nhfþ
at	cn
leggja	sng
at	aa
,	pk
tí	c
sjálv	foven
atløgubryggjan	nveng
er	svg3en
liðug	lvensf
.	pl

Framvið	aa
á	aa
vestursíðuni	nveþg
eru	svg3fn	UNKNOWN
nakrir	fbkfn
og	c
70	ta	UNKNOWN
metrar	nkfn
av	af
atløguplássi	nheþ
afturat	aa
,	pk
har	aa
dýpið	nheng
er	svg3en
ímillum	af
8	ta	UNKNOWN
-	pa
10	ta	UNKNOWN
metrar	nkfo
.	pl

Breiðband	nhen

Nú	aa
fer	svg3en
nevniliga	aa
uttan	af
mun	nkeo
til	af
tíð	nveo
og	c
stað	nheo
at	cn
bera	sng
til	aa
at	cn
brúka	sng
fartelefonina	nveog
til	aa
at	cn
fáa	sng
atgongd	nveo
til	af
telduskipanir	nvfo
,	pk
sum	ct
tað	fphen
vanliga	aa
bert	aa
slepst	svm3en	UNKNOWN
framat	aa
á	af
skrivstovuni	nveþg
ella	c
heima	aa
.	pl

Eg	fp1en
hitti	svg1eþ
eftir	af
konsertina	nveog
leygarkvøldið	nheog
luttakandi	slg	UNKNOWN
bólkarnar	nkfog
,	pk
og	c
vit	fp1fn
prátaðu	svg1fþ
um	af
nútíðina	nveog
og	c
framtíðina	nveog
.	pl

Tá	aa
Gestir	nkfn
í	af
2003	ta	UNKNOWN
vunnu	svg3fþ
Prix	e	UNKNOWN
Føroyar	nvfn-s	UNKNOWN
var	svg3eþ
bólkurin	nkeng
rættuliga	aa
nýggjur	lkensf
.	pl

Spurdir	sþgkfn	UNKNOWN
um	af
nær	aa
ein	fbven
Gestir	nkfn
fløga	nven
kemur	svg3en
,	pk
svaraðu	svg3fþ
teir	fpkfn
?	pl

Hetta	fahen
verður	svg3en
ein	fbven
annarleiðis	aa
fløga	nven
,	pk
men	c
eisini	aa
ein	fbven
fløga	nven
sum	c
Eivør	nven-s	UNKNOWN
altíð	aa
hevur	svg3en	UNKNOWN
ynskt	sþmhen
at	cn
gera	sng
.	pl

Eitt	fbhen
starv	nhen
hann	fpken
hevur	svg3en	UNKNOWN
røkt	sþmhen
í	af
eitt	fbheo
ár	nheo
.	pl

Starvsfólkini	nhfng
eru	svg3fn	UNKNOWN
uppsøgd	sþghfn
frá	af
1.	ta	UNKNOWN
september	nkeþ
,	pk
og	c
tey	fphfn
flestu	lhfnve	UNKNOWN
hava	svg3fn
eina	fbveo
uppsagnartíð	nveo
á	af
3	ta	UNKNOWN
-	pa
6	ta	UNKNOWN
mánaðir	nkfo
.	pl

Kollafjord	e	UNKNOWN
Pelagic	e	UNKNOWN
hevur	svg3en	UNKNOWN
nú	aa
fingið	sþmhen	UNKNOWN
veruliga	lveosf
gongd	nveo
á	af
virksemið	nheog
,	pk
og	c
mánakvøldið	nheog
landaði	svg3eþ
Finnur	nken-s
Fríði	lkensf	UNKNOWN
400	ta	UNKNOWN
tons	nhfo
av	af
sild	nveþ
.	pl

Sildasesongin	nveng	UNKNOWN
er	svg3en
um	aa
at	cn
vera	sng
liðug	lvensf
,	pk
og	c
makrelsesongin	nveng	UNKNOWN
er	svg3en
frá	af
september	nkeþ
til	af
mánaðarskiftið	nheog
januar	nkeo
/	pa
februar	nkeo
.	pl

-	pa
Vit	fp1fn
hava	svg1fn
havt	sþmhen	UNKNOWN
nakrar	fbkfo
byrjunartrupulleikar	nkfo	UNKNOWN
.	pl

Birgir	nken-s
Johannesen	n----s	UNKNOWN
hjá	af
Landsverki	nheþ	UNKNOWN
,	pk
sigur	svg3en
,	pk
at	c
serliga	aa
vestari	aam
endi	nken
á	af
loftinum	nheþg
hevur	svg3en	UNKNOWN
verið	sþmhen
í	af
heldur	aam
vánaligum	lkeþsf
standi	nkeþ
.	pl

Meðan	c
arbeitt	sþmhen
verður	svg3en
í	af
Leynatunlinum	nkeþg	UNKNOWN
,	pk
verður	svg3en
ferðslan	nveng
leidd	sþmven
við	af
ferðsluljósum	nhfþ
eftir	af
gamla	lkeþvf
vegnum	nkeþg
undir	af
Leynaklivum	nvfþ	UNKNOWN
.	pl

Marianna	nven-s	UNKNOWN
Mørkøre	n----s	UNKNOWN
og	c
Rannvá	nven-s	UNKNOWN
Káradóttir	nven-s	UNKNOWN
.	pl

-	pa
Tá	c
tú	fp2en	UNKNOWN
kemur	svg2en
burtur	aa
frá	af
Føroyum	nvfþ-s	UNKNOWN
,	pk
fært	svg2en	UNKNOWN
tú	fp2en	UNKNOWN
veruliga	aa
ein	fbkeo
skelk	nkeo
av	af
at	cn
síggja	sng
hvussu	aa
nógv	aa
kemur	svg3en
undir	aa
at	cn
vera	sng
list	nven
í	af
útheiminum	nkeþg
.	pl

Rannvá	nven-s	UNKNOWN
og	c
Marianna	nven-s	UNKNOWN
ætla	svg3fn
sær	fpvfþ
at	cn
eksperimentera	sng	UNKNOWN
við	af
rørðslumyndum	nvfþ	UNKNOWN
,	pk
ljósi	nheþ
,	pk
ljóði	nheþ
,	pk
stødd	nveþ
og	c
tíð	nveþ
.	pl

Har	aa
fara	svg3fn
tær	fpvfn
at	cn
møta	sng
virkandi	slg
listafólki	nheþ
og	cn
fáa	svg3fn
samband	nheo
við	af
onnur	fbhfo
fólk	nhfo
,	pk
ið	ct
fáast	svm3fn	UNKNOWN
við	af
list	nveo
.	pl

Tær	fpvfn
sótu	svg3fþ
og	c
prátaðu	svg3fþ
saman	aa
,	pk
og	c
høvdu	svg3fþ
báðar	fbvfn	UNKNOWN
hug	nkeo
til	af
at	cn
arbeiða	sng
innan	af
eksperimenterandi	lo	UNKNOWN
list	nveo
,	pk
har	aa
tær	fpvfn
kundu	svg3fþ	UNKNOWN
nýta	sng
vitanina	nveog
,	pk
tær	fpvfn
hava	svg3fn
fingið	sþmhen	UNKNOWN
ígjøgnum	af
útbúgvingina	nveog
,	pk
og	c
samstundis	aa
menna	sng
seg	fpheo
meiri	aam
.	pl

138	ta	UNKNOWN
metrar	nkfo
upp	aa
á	af
eina	fbveo
viku	nveo

Møguligt	lhensf
órógv	nven

Vinnufíggindaligt	lhensf	UNKNOWN
fíggarlógaruppskot	nhen	UNKNOWN

-	pa
Vit	fp1fn
,	pk
sum	ct
eru	svg3fn	UNKNOWN
ein	fbken
partur	nken
av	af
føroysku	lveþvf	UNKNOWN
vinnuni	nveþg
,	pk
koma	svg3fn
at	cn
gjalda	sng
dýrt	lhensf
fyri	af
hesi	fahfo
avgjøldini	nhfog
.	pl

Tað	fphen
er	svg3en
so	aa
sanniliga	aa
heldur	svg3en
ikki	aa
sunt	lhensf
.	pl

Nú	aa
ætla	svg3fn
teir	fpkfn
at	cn
fáa	sng
enn	aa
meir	aam
inntøkur	nvfo
av	af
vinnuni	nveþg
,	pk
og	c
avgjaldið	nheng
á	af
føroyska	lheovf
sodavatnið	nheog
fer	svg3en
sostatt	aa
at	cn
koma	sng
upp	aa
á	af
2,40	ta	UNKNOWN
kr	ks	UNKNOWN
pr.	kt	UNKNOWN
litur	nkeo
.	pl

Samskipað	sþmven
sigling	nven
í	af
Norðurhøvum	nvfþ-s

Harumframt	aa
er	svg3en
eisini	aa
eitt	fbhen
avgreiðslufólk	nhen	UNKNOWN
í	af
Klaksvík	nveþ-s	UNKNOWN
,	pk
har	aa
Samskip	nhfn	UNKNOWN
eina	fbveo
tíð	nveo
hevur	svg3en	UNKNOWN
havt	sþmhen	UNKNOWN
avgreiðslu	nveo
,	pk
í	af
starvi	nheþ
hjá	af
felagnum	nheþg
í	af
Føroyum	nvfþ-s	UNKNOWN
.	pl

Joel	nken-s	UNKNOWN
undir	af
Leitinum	nheþgs
greiðir	svg3en
frá	af
,	pk
at	c
umframt	af
hesar	favfo
havnirnar	nvfog
,	pk
sum	ct
siglt	sþmhen
verður	svg3en
til	aa
í	af
beinleiðis	aa
sambandi	nheþ
við	af
Føroyar	nvfo-s	UNKNOWN
,	pk
hevur	svg3en	UNKNOWN
Samskip	nhfn	UNKNOWN
eisini	aa
rutur	nvfo
og	c
sambond	nhfo
nógvastaðni	aa
úti	aa
í	af
heimi	nkeþ
.	pl

Teimum	fphfþ
,	pk
ið	ct
dámar	svg3fn	UNKNOWN
væl	aa
at	cn
roykja	sng
og	c
sutla	sng
sodavatn	nheo
,	pk
mugu	svg3fn	UNKNOWN
komandi	slg
ár	nheo
longur	aam
niður	aa
í	af
lummarnar	nkfog
fyri	af
at	cn
fáa	sng
fatur	nheo
á	af
hesum	favfþ
vørum	nvfþ
.	pl

Spurdur	sþmken	UNKNOWN
,	pk
hví	aa
landsstýrið	nheng
ikki	aa
hevði	svg3eþ	UNKNOWN
valt	sþmhen
at	cn
leggja	sng
avgjald	nheo
á	af
plastikposar	nkfo	UNKNOWN
fyri	aa
at	cn
verja	sng
umhvørvið	nheog
,	pk
svarar	svg3en
Bárður	nken-s	UNKNOWN
Nielsen	n----s	UNKNOWN
,	pk
at	c
tað	fphen
komst	svm3eþ
fyrst	aae
og	c
fremst	aae
av	af
tí	fpheþ
,	pk
at	cn
tað	fphen
varð	svg3eþ	UNKNOWN
so	aa
ringt	lhensf
at	cn
skipa	sng
fyrisitingarliga	aa
.	pl

Chaturon	e	UNKNOWN
Chaisang	e	UNKNOWN
segði	svg3eþ
,	pk
at	c
bardagin	nkeng
ímóti	af
fuglakríminum	nheþg
kann	svg3en
gerast	snm	UNKNOWN
drúgvur	lkensf
.	pl

Eisini	aa
bleiv	svg3eþ
avdúkað	sþmhen
,	pk
at	c
øll	fbhfo
árini	nhfog
frá	af
1975	ta	UNKNOWN
til	af
1993	ta	UNKNOWN
fekk	svg3eþ	UNKNOWN
formaðurin	nkeng
í	af
Vinstraflokkinum	nkeþg
øl	nheo
og	c
brennivín	nheo
frá	af
teirri	faveþ
eysturtýsku	lveþvf	UNKNOWN
sendistovuni	nveþg
,	pk
tá	c
hann	fpken
skuldi	svg3eþ	UNKNOWN
halda	sng
føðingardag	nkeo
.	pl

Tá	c
dyrnar	nvfng
til	af
redaktiónina	nveog	UNKNOWN
í	af
Klaksvík	nveþ-s	UNKNOWN
fór	svg3eþ
upp	aa
týsmorgunin	nkeog
,	pk
og	c
komu	svg3fþ
ikki	aa
færri	aam	UNKNOWN
enn	aa
13	ta	UNKNOWN
børn	nhfn
í	af
aldrinum	nkeþg
fimm	tf
og	c
seks	tf
ár	nhfo
inn	aa
.	pl

Har	aa
vórðu	svg3fþ	UNKNOWN
tey	fphfn
so	aa
,	pk
til	c
foreldrini	nhfng
komu	svg3fþ
eftir	af
teimum	fphfþ
aftaná	af
arbeiðstíð	nveo
.	pl

Bót	nven
til	af
Bata	nkeo
er	svg3en
ein	fbken
bólkur	nken
av	af
sjálvbodnum	lvfþsf
kvinnum	nvfþ
,	pk
sum	ct
eru	svg3fn	UNKNOWN
skurðviðgjørdar	sþgvfn	UNKNOWN
fyri	af
bróstkrabbamein	nheo	UNKNOWN
.	pl

Eisini	aa
Norðoyggjar	nvfn	UNKNOWN
eru	svg3fn	UNKNOWN
væl	aa
við	aa
.	pl

Av	af
tí	fpheþ
,	pk
at	c
ikki	aa
nóg	aa
væl	aa
er	svg3en
tilskilað	sþmhen
her	aa
,	pk
kann	svg3en
vera	sng
torført	lhensf
at	cn
greiða	sng
rætta	lheovf
úrslitið	nheog
av	af
kanningini	nveþg
á	af
hesum	faheþ
økinum	nheþg
.	pl

Torstein	nken-s	UNKNOWN
Paulason	nken-s	UNKNOWN
Brattaberg	nhen-s	UNKNOWN
slapp	svg3eþ
við	af
skrekkinum	nkeþg
,	pk
tá	c
hann	fpken
tann	fakeo
21.	ta	UNKNOWN
oktober	nkeo
kom	svg3eþ
út	aa
fyri	af
einum	fbheþ
óhappi	nheþ
,	pk
sum	ct
kundi	svg3eþ
volt	sþmhen
honum	fpkeþ
stóra	lkeovf
skaða	nkeo
.	pl

-	pa
Tað	fphen
er	svg3en
sjálvandi	aa
torført	lhensf
at	cn
siga	sng
,	pk
júst	aa
hvat	fshen
og	c
hvussu	aa
.	pl

Menninir	nkfng
í	af
hinum	fakeþ
bilinum	nkeþg
ringdu	svg3fþ
so	aa
til	af
Barbaru	nveo-s	UNKNOWN
og	c
boðaðu	svg3fþ
henni	fpveþ
frá	af
,	pk
at	c
sonurin	nkeng
og	c
maðurin	nkeng
vóru	svg3fþ	UNKNOWN
á	af
veg	nkeþ
á	af
skaðastovuna	nveog
.	pl

Hann	fpken
fekk	svg3eþ	UNKNOWN
eisini	aa
nakrar	fbvfo
pentir	nvfo	UNKNOWN
undir	af
undirvørrini	nveþg
,	pk
men	c
tað	fphen
var	svg3eþ
alt	fbhen
.	pl

Flokkurin	nkeng
hevur	svg3en	UNKNOWN
verið	sþmhen
á	af
vitjan	nveþ
,	pk
øll	fbhfn
ringdu	svg3fþ
fyri	aa
at	cn
spyrja	sng
,	pk
hvussu	aa
tað	fphen
stóð	svg3eþ
til	aa
,	pk
og	c
sum	c
sagt	sþmhen
eru	svg3fn	UNKNOWN
tað	fphen
mong	fbhfn
,	pk
sum	ct
hava	svg3fn
havt	sþmhen	UNKNOWN
á	af
tungu	nveþ
,	pk
at	c
Torstein	nken-s	UNKNOWN
hevur	svg3en	UNKNOWN
ein	fbkeo
verndareingil	nkeo
.	pl

Løgtingsmaður	nken
Sjálvstýrisfloksins	nkeeg
,	pk
Kári	nken-s
P.	x	UNKNOWN
Højgaard	n----s	UNKNOWN
,	pk
sigur	svg3en
,	pk
at	c
er	svg3en
ætlanin	nveng
at	cn
avtaka	sng
Postverk	nheo
Føroya	nvfe-s	UNKNOWN
sum	c
tænastuveitara	nkeo	UNKNOWN
á	af
høgum	lheþsf
støði	nheþ
við	af
útlisiteringum	nvfþ	UNKNOWN
til	af
eitt	aa
nú	aa
bensinsølur	nvfo	UNKNOWN
og	c
bygdahandlar	nkfo	UNKNOWN
,	pk
fer	svg3en
Sjálvstýrisflokkurin	nkeng
ikki	aa
at	cn
taka	sng
undir	aa
við	af
lógaruppskotinum	nheþg

-	pa
Eg	fp1en
hevði	svg1eþ	UNKNOWN
væntað	sþmhen
,	pk
at	c
friður	nken
nú	aa
valdaði	svg3eþ
um	af
hetta	faheo
mál	nheo
,	pk
og	c
at	c
tað	fphen
fór	svg3eþ
at	cn
verða	sng
samtykt	sþmhen
einmælt	aa
.	pl

-	pa
Tá	c
ið	c
eitt	fbhen
felag	nhen
ella	c
ein	fbken
handil	nken
koyrir	svg3en
tungt	aa
,	pk
er	svg3en
ikki	aa
vanligt	lhensf
at	cn
almannakunngera	sng
,	pk
hvussu	aa
vánalig	lvensf
støðan	nveng
er	svg3en
,	pk
men	c
vanligt	lhensf
er	svg3en
at	cn
bíða	sng
,	pk
til	c
seymurin	nkeng
verður	svg3en
negldur	sþmken	UNKNOWN
í	af
hurðina	nveog
,	pk
sigur	svg3en
Kári	nken-s
P.	x	UNKNOWN
Højgaard	n----s	UNKNOWN
.	pl

Trolarin	nkeng
Sancy	nven-s	UNKNOWN
úr	af
Vági	nkeþ-s
lá	svg3eþ
hósdagin	nkeog
við	af
bryggju	nveþ
í	af
Vági	nkeþ-s
og	c
bíðaði	svg3eþ
eftir	af
spreingiserfrøðingum	nkfþ	UNKNOWN
frá	af
Marinustøðini	nveþg	UNKNOWN
.	pl

Herverk	nhen

Kristian	nken-s	UNKNOWN
Martin	nken-s	UNKNOWN
Joensen	n----s	UNKNOWN
,	pk
sýslumaður	nken
,	pk
sigur	svg3en
,	pk
at	c
seinasta	lhenve
herverkið	nheng
er	svg3en
framt	sþmhen
á	af
busskýlið	nheog	UNKNOWN
við	af
Gøtugjógv	nveþ-s	UNKNOWN
,	pk
har	aa
rútarnir	nkfng
eru	svg3fn	UNKNOWN
brotnir	sþgkfn	UNKNOWN
.	pl

Heldur	aam
øðrvísi	aa
valfundurin	nkeng
var	svg3eþ
bæði	aa
lættur	lkensf
og	c
stuttligur	lkensf

Um	c
limirnir	nkfng
í	af
Filadelfia	n----s	UNKNOWN
,	pk
Evangeligihúsinum	nheþg	UNKNOWN
og	c
Meinigheitini	nveþg
í	af
Hoyvík	nveþ-s	UNKNOWN
høvdu	svg3fþ
avtalað	sþmhen
frammanundan	aa
,	pk
at	c
heitu	lkfnvf	UNKNOWN
etisku	lkfnvf	UNKNOWN
spurningarnir	nkfng
skuldu	svg3fþ	UNKNOWN
fáa	sng
frið	nkeo
hetta	faheo
sunnukvøldið	nheog
skal	svg3en
verða	sng
ósagt	lhensf
,	pk
men	c
hvørki	aa
skrásett	sþmhen	UNKNOWN
parlag	nhen
ella	c
fosturtøka	nven
vórðu	svg3fþ	UNKNOWN
tikin	sþghfn	UNKNOWN
upp	aa
á	af
tungu	nveo
á	af
fundinum	nkeþg
.	pl

Teddy	nken-s	UNKNOWN
í	af
hopla	e	UNKNOWN

Lagt	sþmhen
var	svg3eþ
til	af
brots	nhee
klokkan	nveng
18	ta	UNKNOWN
,	pk
og	c
stutt	aa
eftir	af
klokkan	nveng
21	ta	UNKNOWN
vórðu	svg3fþ	UNKNOWN
seinastu	lhfnve
orðini	nhfng
søgd	sþghfn	UNKNOWN
.	pl

Og	c
millum	af
feðrafólkini	nhfog	UNKNOWN
var	svg3eþ
umframt	af
konur	nvfo
og	c
børn	nhfo
hjá	af
teimum	fakfþ
báðum	fbkfþ	UNKNOWN
,	pk
eisini	aa
fyrrverandi	lo
stjórin	nkeng
í	af
Statens	n----s	UNKNOWN
Luftfartsvæsen	n----s	UNKNOWN
,	pk
Børge	nken-s	UNKNOWN
Helmøe	n----s	UNKNOWN
Larsen	n----s	UNKNOWN
,	pk
sum	ct
er	svg3en
faðir	nken
skiparan	nkeog
og	c
abbi	nken
stýrimannin	nkeog
.	pl

Gospelfestivalurin	nkeng	UNKNOWN
eydnaðist	svm3eþ
væl	aa

Hetta	fahen
eydnaðist	svm3eþ
í	af
fjør	nheo
,	pk
men	c
í	af
ár	nheo
kom	svg3eþ
ongin	fbven
norðaneftir	aa
til	af
Suðuroyar	nvee-s	UNKNOWN
á	af
gospelfestival	nkeo	UNKNOWN
.	pl

Tað	fphen
var	svg3eþ
ein	fbken
brølari	nken
av	af
Maersk	e	UNKNOWN
Air	e	UNKNOWN
at	cn
fara	sng
undir	af
bonusskipanina	nveog	UNKNOWN
,	pk
har	aa
ferðafólk	nhfn
kundu	svg3fþ	UNKNOWN
savna	sng
stig	nhfo
og	c
soleiðis	aa
møguliga	aa
vinna	sng
eina	fbveo
ferð	nveo
til	af
eitt	fbheo
nú	aa
Athen	nkeo-s	UNKNOWN
ella	c
Paris	e	UNKNOWN
.	pl

Ein	fbven
vanlukka	nven
fyri	af
kappingina	nveog
um	af
fiskin	nkeog

Men	c
tað	fphen
endaði	svg3eþ
við	af
,	pk
at	c
Fiskasølan	nveng
og	c
Fiskavirking	nven
vórðu	svg3fþ	UNKNOWN
samanløgd	sþghfn
mánakvøldið	nheog
og	c
nevnd	nven
og	c
stjóri	nken
í	af
Fiskasøluni	nveþg
vórðu	svg3fþ	UNKNOWN
send	sþghfn
til	af
hús	nheo
.	pl

Hann	fpken
vísir	svg3en
eisini	aa
á	af
,	pk
at	c
Fiskavirking	nven
hevur	svg3en	UNKNOWN
ikki	aa
havt	sþmhen	UNKNOWN
pening	nkeo
til	af
at	cn
lata	sng
virkið	nheog
í	af
Vági	nkeþ-s
uppaftur	aa
.	pl

Fiskasølan	nveng
hevur	svg3en	UNKNOWN
virki	nheo
í	af
Hvalba	nven-s	UNKNOWN
og	c
virki	nheo
í	af
Vági	nkeþ-s
.	pl

Hann	fpken
vísir	svg3en
á	af
,	pk
at	c
síðani	aa
í	af
vár	nheo
hevur	svg3en	UNKNOWN
Fiskavirking	nven
lovað	sþmhen
at	cn
lata	sng
virkið	nheog
í	af
Vági	nkeþ-s
uppaftur	aa
,	pk
men	c
enn	aa
røkist	svm3en
onki	aa
fyri	af
tí	fpheþ
.	pl

-	pa
Vit	fp1fn
hava	svg1fn
søkt	sþmhen
um	aa
at	cn
sleppa	sng
at	cn
bjóða	sng
nakrar	fbkfo
ferðaseðlar	nkfo
út	aa
fyri	af
heilt	aa
lágan	lkeosf
prís	nkeo
,	pk
og	c
tað	fpheo
hava	svg1fn
vit	fp1fn
fingið	sþmhen	UNKNOWN
loyvi	nheo
til	aa
.	pl

-	pa
Hasar	fakfo
fáu	lkfovf	UNKNOWN
,	pk
bíligu	lkfovf	UNKNOWN
ferðaseðlarnar	nkfog
bjóða	svg1fn
vit	fp1fn
út	aa
fyri	aa
at	cn
fáa	sng
umtalu	nveo
.	pl

Tað	fphen
er	svg3en
bakaríið	nheng
hjá	af
Jórun	nveþ-s	UNKNOWN
Mørkøre	n----s	UNKNOWN
,	pk
sum	ct
liggur	svg3en	UNKNOWN
á	af
ídnaðarøkinum	nheþg	UNKNOWN
uppi	aa
við	af
Borðoyavík	nveo-s	UNKNOWN
.	pl

Ein	fbken
prøvabakari	nken	UNKNOWN
er	svg3en
somuleiðis	aa
við	aa
í	af
fylginum	nheþg
,	pk
og	c
hann	fpken
skal	svg3en
royna	sng
at	cn
finna	sng
eina	fbveo
hóskandi	slg
arbeiðsgongd	nveo
saman	aa
við	af
Jórun	nveþ-s	UNKNOWN
og	c
hennara	fpvee
starvsfólki	nheþ
.	pl

Sjálvt	fohen
bakaríið	nheng
er	svg3en
180	ta	UNKNOWN
fermetrar	nkfn
.	pl

Eitt	fbhen
annað	fbhen
,	pk
sum	ct
eisini	aa
lættir	svg3en
munandi	lo
um	aa
hjá	af
teimum	fpkfþ
nú	aa
,	pk
er	svg3en
at	cn
tað	fphen
ber	svg3en
til	aa
at	cn
fylla	sng
bilin	nkeog
inni	aa
í	af
garasjuni	nveþg
.	pl

-	pa
Nú	aa
hava	svg1fn
vit	fp1fn
fingið	sþmhen	UNKNOWN
kjallara	nkeo
við	af
hús	nheo
fyri	af
tað	faheo
fyrsta	lheove
.	pl

Børn	nhfn
elska	svg3fn
at	cn
pynta	sng
til	af
jóla	nhfe
,	pk
og	c
klatrinissurnar	nvfng	UNKNOWN
verða	svg3fn
hongdar	sþgvfn	UNKNOWN
upp	aa
allastaðni	aa
saman	aa
við	af
perum	nvfþ
,	pk
stjørnum	nvfþ
og	c
øðrum	fbhfþ
prýði	nhfþ
.	pl

Og	c
tað	fphen
ger	svg3en
tað	fpheo
veruliga	aa
hugnaligt	lheosf
.	pl

Og	c
tað	fphen
er	svg3en
gott	lhensf
at	cn
síggja	sng
,	pk
at	c
tey	fahfn
vaksnu	lhfnvf	UNKNOWN
í	af
hesum	faheþ
húsinum	nheþg
ei	aa
heldur	aam
gera	sng
tað	fpheo
.	pl

Tað	fphen
sum	ct
í	af
dag	nkeo
sermerkir	svg3en
bygnaðin	nkeog
á	af
Rás	nveþ
2	ta	UNKNOWN
er	svg3en
eitt	fbhen
høgt	lhensf
stig	nhen
av	af
effektiviteti	nkeþ	UNKNOWN
og	c
operationellum	lheþsf	UNKNOWN
óhefti	nkeþ	UNKNOWN
á	af
einum	fbheþ
lágum	lheþsf
kostnaðarstigi	nheþ	UNKNOWN
;	pk
hetta	fahen
er	svg3en
ikki	aa
minst	aae
týðiligt	lhensf
í	af
at	c
støðin	nveng
hevur	svg3en	UNKNOWN
uppbygt	sþmhen	UNKNOWN
eitt	fbheo
egið	nheo
sendinet	lhensf
ið	ct
røkkur	svg3en
út	aa
til	af
meginpartin	nkeog
av	af
Føroya	nvfe-s	UNKNOWN
fólki	nheþ
,	pk
og	c
hevur	svg3en	UNKNOWN
samstundis	aa
optimerað	sþmhen	UNKNOWN
sína	fpveo	UNKNOWN
framleiðslu	nveo
og	c
rakstur	nkeo
við	af
hjálp	nveþ
av	af
nýggjastu	lveþse	UNKNOWN
tøknifrøði	nveþ
.	pl

»	pg	UNKNOWN
Vit	fp1fn
skræddu	svg1fþ
alt	fbheo
út	aa
og	c
bygdu	svg1fþ
um	aa
fullkomiliga	aa
av	af
nýggjum	lheþsf
,	pk
«	pg	UNKNOWN
greiðir	svg3en
Petur	nken-s	UNKNOWN
Jacobsen	n----s	UNKNOWN
frá	aa
.	pl

Teir	fakfn
eldru	lkfnvm	UNKNOWN
synirnir	nkfng
Jan	nken-s	UNKNOWN
og	c
Dávur	nken-s	UNKNOWN
,	pk
sum	ct
til	af
gerandis	nhee	UNKNOWN
ikki	aa
rokast	svm3fn
á	af
Rás	nveþ
2	ta	UNKNOWN
,	pk
hava	svg3fn
eisini	aa
hjálpt	sþmhen
nógv	aa
til	aa
við	af
ymiskum	lvfþsf
uppgávum	nvfþ
tá	c
tað	fphen
hevur	svg3en	UNKNOWN
staðið	sþmhen
á	aa
.	pl

Frustratiónirnar	nvfng	UNKNOWN
hava	svg3fn
staðið	sþmhen
týðiligar	lvfosf
at	cn
lesa	sng
millum	af
reglurnar	nvfog
tá	c
Petur	nken-s	UNKNOWN
Jacobsen	n----s	UNKNOWN
hevur	svg3en	UNKNOWN
skrivað	sþmhen
okkurt	fbheo
lesarabrævið	nheog
sum	c
íkast	nheo
til	af
orðaskiftið	nheog
um	af
kringvarp	nheo
í	af
Føroyum	nvfþ-s	UNKNOWN
,	pk
eitt	fbheo
orðaskifti	nheo
sum	ct
ikki	aa
minst	aae
hevur	svg3en	UNKNOWN
verið	sþmhen
merkt	sþmhen
av	af
at	c
fólk	nhfn
eru	svg3fn	UNKNOWN
ørkymlað	sþghfn
yvir	af
spurningin	nkeog
um	af
hvat	fsheo
ið	ct
tann	faken
politiski	lkenvf	UNKNOWN
myndugleikin	nkeng
ætlar	svg3en
at	cn
stinga	sng
út	aa
í	af
kortið	nheog
.	pl

»	pg	UNKNOWN
Tað	fphen
skuldi	svg3eþ	UNKNOWN
tað	fphen
verið	sþmhen
,	pk
men	c
í	af
lógini	nveþg
um	af
kringvarp	nheo
frá	af
1997	ta	UNKNOWN
er	svg3en
lagt	sþmhen
upp	aa
til	aa
at	c
somu	fovfn	UNKNOWN
treytir	nvfn
skulu	svg3fn	UNKNOWN
galda	sng	UNKNOWN
fyri	af
privatar	lvfosf
og	c
almennar	lvfosf
støðir	nvfo
,	pk
tó	aa
við	af
tí	faheþ
undantaki	nheþ
at	c
tær	favfn
privatu	lvfnsf	UNKNOWN
mugu	svg3fn	UNKNOWN
sjálvar	fovfn
klára	sng
seg	fpvfo
fíggjarliga	aa
?	pl

Ellingsgaard	n----s	UNKNOWN

Tekstirnir	nkfng
eru	svg3fn	UNKNOWN
ein	fbven
roynd	nven
at	cn
lýsa	sng
mín	fp1eo
sakn	nkeo
av	af
einum	fbkeþ
gandakendum	lkeþsf	UNKNOWN
og	c
óspiltum	lkeþsf
